own_position,opponent_position,is_home,result
3.0,12.0,True,Win
15.0,13.0,True,Loss
16.0,1.0,True,Loss
10.0,15.0,True,Win
7.0,10.0,True,Win
18.0,16.0,True,Loss
2.0,14.0,True,Win
15.0,18.0,True,Loss
18.0,7.0,True,Win
14.0,16.0,True,Win
7.0,11.0,True,Draw
9.0,15.0,True,Draw
1.0,14.0,True,Win
3.0,17.0,True,Win
2.0,5.0,True,Draw
15.0,10.0,True,Win
2.0,4.0,True,Win
13.0,2.0,True,Loss
6.0,8.0,True,Win
3.0,15.0,True,Win
2.0,16.0,True,Win
12.0,9.0,True,Win
4.0,10.0,True,Draw
6.0,8.0,True,Draw
15.0,3.0,True,Loss
4.0,12.0,True,Win
14.0,3.0,True,Draw
7.0,14.0,True,Win
6.0,12.0,True,Draw
7.0,4.0,True,Draw
10.0,5.0,True,Loss
11.0,4.0,True,Loss
11.0,13.0,True,Win
8.0,4.0,True,Win
14.0,15.0,True,Loss
6.0,3.0,True,Win
2.0,14.0,True,Win
15.0,3.0,True,Draw
6.0,12.0,True,Win
19.0,1.0,True,Loss
8.0,10.0,True,Win
2.0,15.0,True,Win
8.0,16.0,True,Win
19.0,20.0,True,Draw
7.0,13.0,True,Win
15.0,20.0,True,Draw
7.0,4.0,True,Loss
11.0,1.0,True,Loss
4.0,5.0,True,Win
1.0,10.0,True,Win
4.0,11.0,True,Win
7.0,5.0,True,Loss
18.0,16.0,True,Draw
15.0,1.0,True,Loss
9.0,8.0,True,Win
9.0,15.0,True,Win
2.0,14.0,True,Win
17.0,7.0,True,Win
13.0,1.0,True,Loss
6.0,9.0,True,Draw
7.0,5.0,True,Draw
10.0,19.0,True,Win
14.0,15.0,True,Draw
11.0,1.0,True,Loss
5.0,9.0,True,Draw
7.0,1.0,True,Draw
2.0,14.0,True,Win
4.0,6.0,True,Win
15.0,6.0,True,Draw
8.0,9.0,True,Win
9.0,1.0,True,Loss
7.0,12.0,True,Win
12.0,6.0,True,Draw
6.0,3.0,True,Win
9.0,7.0,True,Loss
3.0,5.0,True,Win
3.0,11.0,True,Draw
4.0,12.0,True,Win
3.0,12.0,True,Win
2.0,17.0,True,Win
20.0,17.0,True,Loss
19.0,9.0,True,Win
10.0,20.0,True,Win
6.0,4.0,True,Draw
13.0,11.0,True,Loss
13.0,18.0,True,Win
19.0,9.0,True,Loss
1.0,11.0,True,Win
11.0,4.0,True,Draw
6.0,10.0,True,Win
13.0,5.0,True,Draw
12.0,8.0,True,Loss
3.0,15.0,True,Win
5.0,15.0,True,Win
6.0,14.0,True,Win
12.0,2.0,True,Win
6.0,2.0,True,Win
5.0,6.0,True,Win
14.0,2.0,True,Loss
16.0,2.0,True,Draw
6.0,11.0,True,Win
17.0,13.0,True,Draw
7.0,2.0,True,Loss
14.0,4.0,True,Loss
14.0,13.0,True,Draw
7.0,11.0,True,Win
12.0,15.0,True,Win
13.0,6.0,True,Win
7.0,16.0,True,Win
3.0,6.0,True,Loss
7.0,10.0,True,Loss
11.0,6.0,True,Loss
6.0,7.0,True,Win
3.0,9.0,True,Draw
8.0,9.0,True,Loss
6.0,4.0,True,Draw
12.0,6.0,True,Loss
2.0,8.0,True,Win
9.0,11.0,True,Draw
1.0,9.0,True,Draw
3.0,16.0,True,Win
12.0,15.0,True,Win
6.0,3.0,True,Loss
14.0,8.0,True,Loss
16.0,9.0,True,Win
1.0,13.0,True,Win
6.0,16.0,True,Win
14.0,15.0,True,Win
3.0,5.0,True,Loss
9.0,6.0,True,Draw
6.0,18.0,True,Win
2.0,1.0,True,Draw
18.0,10.0,True,Draw
12.0,9.0,True,Loss
7.0,3.0,True,Loss
13.0,6.0,True,Loss
3.0,13.0,True,Win
16.0,9.0,True,Draw
5.0,18.0,True,Win
8.0,11.0,True,Loss
14.0,16.0,True,Win
9.0,19.0,True,Win
20.0,1.0,True,Loss
2.0,14.0,True,Win
9.0,14.0,True,Win
14.0,17.0,True,Draw
19.0,12.0,True,Win
6.0,11.0,True,Draw
8.0,4.0,True,Draw
9.0,5.0,True,Draw
15.0,12.0,True,Draw
18.0,1.0,True,Draw
7.0,12.0,True,Win
8.0,17.0,True,Win
13.0,3.0,True,Win
9.0,2.0,True,Win
17.0,3.0,True,Loss
11.0,20.0,True,Win
5.0,14.0,True,Win
3.0,12.0,True,Win
16.0,12.0,True,Draw
3.0,16.0,True,Win
13.0,4.0,True,Win
10.0,19.0,True,Win
16.0,19.0,True,Loss
12.0,15.0,True,Loss
15.0,5.0,True,Loss
2.0,3.0,True,Loss
15.0,16.0,True,Win
5.0,4.0,True,Win
14.0,4.0,True,Loss
10.0,1.0,True,Loss
11.0,4.0,True,Draw
5.0,3.0,True,Win
11.0,6.0,True,Win
1.0,2.0,True,Win
7.0,2.0,True,Draw
4.0,5.0,True,Win
7.0,9.0,True,Draw
1.0,10.0,True,Win
11.0,12.0,True,Loss
5.0,14.0,True,Win
16.0,10.0,True,Win
7.0,15.0,True,Loss
12.0,11.0,True,Loss
11.0,3.0,True,Loss
7.0,2.0,True,Loss
12.0,6.0,True,Win
8.0,16.0,True,Draw
5.0,4.0,True,Win
1.0,3.0,True,Win
13.0,10.0,True,Draw
3.0,2.0,True,Win
10.0,11.0,True,Win
2.0,11.0,True,Win
6.0,7.0,True,Draw
1.0,16.0,True,Win
16.0,7.0,True,Loss
12.0,7.0,True,Draw
4.0,14.0,True,Win
10.0,5.0,True,Loss
10.0,12.0,True,Loss
1.0,11.0,True,Win
6.0,9.0,True,Win
15.0,3.0,True,Win
4.0,14.0,True,Draw
10.0,7.0,True,Draw
3.0,5.0,True,Win
2.0,18.0,True,Win
15.0,16.0,True,Win
9.0,19.0,True,Draw
17.0,20.0,True,Draw
6.0,19.0,True,Loss
18.0,9.0,True,Draw
11.0,15.0,True,Win
16.0,18.0,True,Draw
4.0,17.0,True,Win
1.0,14.0,True,Win
1.0,3.0,True,Win
9.0,7.0,True,Draw
7.0,2.0,True,Win
7.0,8.0,True,Win
1.0,5.0,True,Win
15.0,4.0,True,Draw
1.0,11.0,True,Win
2.0,19.0,True,Win
20.0,1.0,True,Loss
10.0,18.0,True,Win
6.0,7.0,True,Draw
10.0,9.0,True,Win
17.0,13.0,True,Draw
14.0,7.0,True,Win
4.0,14.0,True,Win
14.0,10.0,True,Win
1.0,6.0,True,Win
9.0,8.0,True,Loss
18.0,8.0,True,Loss
13.0,8.0,True,Loss
2.0,18.0,True,Win
13.0,6.0,True,Win
5.0,9.0,True,Draw
13.0,5.0,True,Loss
16.0,12.0,True,Win
5.0,3.0,True,Win
14.0,19.0,True,Win
11.0,10.0,True,Draw
8.0,16.0,True,Win
16.0,9.0,True,Loss
20.0,8.0,True,Loss
15.0,4.0,True,Loss
4.0,19.0,True,Draw
11.0,8.0,True,Win
17.0,15.0,True,Loss
9.0,13.0,True,Draw
10.0,2.0,True,Draw
15.0,1.0,True,Loss
8.0,6.0,True,Loss
3.0,1.0,True,Win
4.0,14.0,True,Win
2.0,10.0,True,Win
17.0,6.0,True,Loss
12.0,14.0,True,Win
16.0,6.0,True,Loss
8.0,5.0,True,Loss
3.0,9.0,True,Win
11.0,5.0,True,Win
10.0,8.0,True,Win
14.0,15.0,True,Loss
3.0,1.0,True,Draw
12.0,11.0,True,Win
13.0,7.0,True,Loss
3.0,1.0,True,Loss
1.0,16.0,True,Win
2.0,7.0,True,Win
16.0,4.0,True,Draw
18.0,1.0,True,Loss
17.0,1.0,True,Loss
7.0,13.0,True,Draw
3.0,15.0,True,Win
13.0,6.0,True,Draw
10.0,7.0,True,Draw
1.0,17.0,True,Win
5.0,7.0,True,Win
2.0,7.0,True,Win
6.0,5.0,True,Draw
7.0,12.0,True,Win
3.0,4.0,True,Win
10.0,17.0,True,Draw
7.0,2.0,True,Draw
16.0,8.0,True,Loss
2.0,9.0,True,Win
1.0,8.0,True,Win
12.0,7.0,True,Draw
2.0,8.0,True,Win
2.0,11.0,True,Draw
4.0,1.0,True,Loss
9.0,6.0,True,Draw
10.0,9.0,True,Draw
18.0,6.0,True,Draw
17.0,1.0,True,Loss
6.0,17.0,True,Win
15.0,12.0,True,Loss
2.0,19.0,True,Win
17.0,18.0,True,Draw
5.0,7.0,True,Draw
12.0,10.0,True,Loss
11.0,13.0,True,Win
16.0,5.0,True,Draw
19.0,1.0,True,Loss
14.0,11.0,True,Loss
4.0,1.0,True,Win
4.0,9.0,True,Win
20.0,11.0,True,Loss
12.0,10.0,True,Draw
16.0,12.0,True,Draw
17.0,1.0,True,Loss
5.0,15.0,True,Win
16.0,6.0,True,Draw
18.0,10.0,True,Loss
16.0,13.0,True,Loss
17.0,8.0,True,Loss
1.0,17.0,True,Draw
14.0,11.0,True,Loss
18.0,8.0,True,Loss
9.0,17.0,True,Draw
5.0,15.0,True,Win
10.0,13.0,True,Draw
19.0,9.0,True,Loss
5.0,11.0,True,Draw
7.0,9.0,True,Draw
18.0,7.0,True,Draw
17.0,11.0,True,Draw
4.0,2.0,True,Loss
6.0,2.0,True,Draw
3.0,13.0,True,Win
19.0,17.0,True,Draw
15.0,4.0,True,Win
15.0,5.0,True,Loss
16.0,12.0,True,Loss
12.0,6.0,True,Win
15.0,4.0,True,Draw
6.0,17.0,True,Win
10.0,11.0,True,Draw
10.0,4.0,True,Win
8.0,7.0,True,Draw
1.0,4.0,True,Win
7.0,5.0,True,Loss
7.0,1.0,True,Loss
2.0,8.0,True,Win
17.0,6.0,True,Loss
6.0,14.0,True,Draw
3.0,18.0,True,Win
8.0,9.0,True,Draw
16.0,17.0,True,Win
3.0,12.0,True,Loss
20.0,5.0,True,Loss
18.0,7.0,True,Win
5.0,15.0,True,Win
2.0,8.0,True,Win
6.0,10.0,True,Win
7.0,12.0,True,Win
18.0,15.0,True,Win
8.0,1.0,True,Draw
12.0,7.0,True,Win
20.0,15.0,True,Win
7.0,17.0,True,Win
14.0,10.0,True,Draw
5.0,20.0,True,Win
17.0,10.0,True,Loss
5.0,9.0,True,Win
7.0,10.0,True,Win
2.0,17.0,True,Win
4.0,16.0,True,Win
11.0,4.0,True,Win
5.0,13.0,True,Win
14.0,10.0,True,Win
17.0,13.0,True,Draw
1.0,15.0,True,Win
11.0,10.0,True,Win
4.0,11.0,True,Win
2.0,8.0,True,Win
13.0,8.0,True,Draw
4.0,10.0,True,Win
16.0,5.0,True,Loss
18.0,3.0,True,Loss
16.0,4.0,True,Draw
11.0,18.0,True,Win
2.0,14.0,True,Win
6.0,18.0,True,Win
7.0,11.0,True,Win
11.0,2.0,True,Loss
9.0,8.0,True,Draw
4.0,16.0,True,Win
17.0,13.0,True,Draw
9.0,10.0,True,Win
8.0,6.0,True,Win
15.0,8.0,True,Loss
13.0,10.0,True,Win
4.0,8.0,True,Draw
3.0,4.0,True,Loss
1.0,12.0,True,Win
3.0,4.0,True,Draw
10.0,7.0,True,Draw
8.0,9.0,True,Draw
1.0,8.0,True,Win
13.0,16.0,True,Win
8.0,9.0,True,Draw
11.0,2.0,True,Draw
13.0,5.0,True,Win
11.0,3.0,True,Loss
3.0,10.0,True,Win
7.0,12.0,True,Loss
4.0,14.0,True,Draw
2.0,12.0,True,Win
13.0,11.0,True,Draw
10.0,7.0,True,Loss
1.0,16.0,True,Win
18.0,8.0,True,Loss
4.0,17.0,True,Win
17.0,13.0,True,Loss
6.0,9.0,True,Win
12.0,4.0,True,Win
4.0,15.0,True,Win
7.0,3.0,True,Draw
5.0,13.0,True,Draw
8.0,11.0,True,Loss
1.0,9.0,True,Win
9.0,2.0,True,Loss
12.0,10.0,True,Loss
3.0,9.0,True,Win
10.0,16.0,True,Loss
12.0,7.0,True,Loss
10.0,9.0,True,Loss
12.0,9.0,True,Loss
8.0,9.0,True,Win
11.0,6.0,True,Loss
8.0,2.0,True,Draw
16.0,5.0,True,Draw
7.0,3.0,True,Loss
15.0,2.0,True,Draw
6.0,11.0,True,Draw
16.0,6.0,True,Loss
18.0,3.0,True,Loss
1.0,17.0,True,Win
12.0,20.0,True,Draw
15.0,2.0,True,Loss
18.0,14.0,True,Draw
9.0,6.0,True,Draw
10.0,13.0,True,Win
7.0,1.0,True,Draw
12.0,15.0,True,Loss
11.0,18.0,True,Win
7.0,12.0,True,Win
5.0,14.0,True,Win
7.0,2.0,True,Draw
2.0,20.0,True,Win
16.0,11.0,True,Draw
18.0,3.0,True,Win
20.0,8.0,True,Loss
10.0,5.0,True,Loss
1.0,3.0,True,Win
12.0,5.0,True,Loss
5.0,16.0,True,Win
12.0,10.0,True,Loss
8.0,3.0,True,Loss
1.0,6.0,True,Win
1.0,7.0,True,Win
11.0,6.0,True,Draw
2.0,18.0,True,Win
4.0,13.0,True,Win
15.0,7.0,True,Win
5.0,9.0,True,Win
11.0,9.0,True,Draw
17.0,13.0,True,Win
18.0,5.0,True,Win
9.0,6.0,True,Win
10.0,4.0,True,Draw
5.0,8.0,True,Win
3.0,2.0,True,Draw
14.0,10.0,True,Win
4.0,13.0,True,Win
4.0,11.0,True,Draw
6.0,14.0,True,Win
14.0,5.0,True,Draw
10.0,3.0,True,Win
5.0,8.0,True,Win
16.0,11.0,True,Win
9.0,16.0,True,Win
15.0,18.0,True,Draw
4.0,10.0,True,Win
2.0,7.0,True,Win
7.0,18.0,True,Win
8.0,7.0,True,Draw
18.0,17.0,True,Win
4.0,13.0,True,Win
2.0,5.0,True,Win
12.0,1.0,True,Loss
6.0,7.0,True,Draw
10.0,9.0,True,Draw
19.0,7.0,True,Loss
2.0,15.0,True,Win
15.0,1.0,True,Loss
8.0,20.0,True,Win
12.0,20.0,True,Draw
2.0,12.0,True,Win
9.0,15.0,True,Draw
4.0,15.0,True,Draw
12.0,14.0,True,Win
18.0,7.0,True,Win
15.0,19.0,True,Loss
8.0,20.0,True,Win
2.0,10.0,True,Win
13.0,2.0,True,Win
6.0,10.0,True,Draw
4.0,13.0,True,Win
9.0,19.0,True,Win
19.0,12.0,True,Draw
13.0,20.0,True,Draw
8.0,17.0,True,Win
8.0,9.0,True,Win
18.0,4.0,True,Loss
2.0,13.0,True,Win
13.0,9.0,True,Draw
14.0,4.0,True,Draw
18.0,15.0,True,Draw
15.0,12.0,True,Win
4.0,18.0,True,Draw
6.0,12.0,True,Win
12.0,5.0,True,Win
2.0,20.0,True,Win
19.0,4.0,True,Loss
14.0,16.0,True,Win
16.0,9.0,True,Draw
14.0,10.0,True,Loss
9.0,5.0,True,Win
4.0,15.0,True,Win
8.0,11.0,True,Draw
15.0,10.0,True,Loss
4.0,17.0,True,Win
14.0,17.0,True,Win
12.0,11.0,True,Draw
13.0,10.0,True,Loss
15.0,9.0,True,Win
6.0,15.0,True,Win
17.0,11.0,True,Loss
8.0,9.0,True,Draw
7.0,17.0,True,Win
4.0,2.0,True,Draw
16.0,19.0,True,Win
3.0,1.0,True,Win
19.0,6.0,True,Loss
1.0,15.0,True,Draw
18.0,6.0,True,Loss
12.0,5.0,True,Loss
11.0,1.0,True,Draw
3.0,12.0,True,Win
18.0,2.0,True,Win
3.0,8.0,True,Win
16.0,2.0,True,Draw
10.0,17.0,True,Win
5.0,1.0,True,Loss
11.0,18.0,True,Win
13.0,14.0,True,Loss
13.0,10.0,True,Loss
9.0,8.0,True,Win
11.0,8.0,True,Draw
14.0,7.0,True,Draw
5.0,6.0,True,Win
7.0,15.0,True,Draw
14.0,4.0,True,Loss
9.0,1.0,True,Loss
11.0,8.0,True,Draw
5.0,2.0,True,Loss
14.0,7.0,True,Draw
1.0,3.0,True,Win
12.0,8.0,True,Loss
14.0,5.0,True,Win
9.0,7.0,True,Win
11.0,12.0,True,Draw
14.0,7.0,True,Loss
4.0,9.0,True,Win
5.0,8.0,True,Draw
12.0,9.0,True,Loss
4.0,9.0,True,Win
5.0,11.0,True,Win
14.0,12.0,True,Loss
12.0,11.0,True,Draw
7.0,5.0,True,Loss
9.0,12.0,True,Win
11.0,3.0,True,Draw
10.0,12.0,True,Draw
12.0,3.0,True,Win
5.0,4.0,True,Win
13.0,2.0,True,Loss
14.0,9.0,True,Loss
7.0,16.0,True,Win
2.0,1.0,True,Win
16.0,2.0,True,Draw
12.0,11.0,True,Loss
9.0,7.0,True,Loss
8.0,4.0,True,Loss
1.0,2.0,True,Win
10.0,16.0,True,Loss
12.0,2.0,True,Loss
7.0,2.0,True,Loss
4.0,6.0,True,Loss
11.0,4.0,True,Loss
3.0,14.0,True,Win
13.0,14.0,True,Draw
2.0,5.0,True,Draw
13.0,1.0,True,Loss
11.0,13.0,True,Draw
1.0,4.0,True,Win
8.0,14.0,True,Win
12.0,19.0,True,Win
1.0,5.0,True,Win
16.0,6.0,True,Loss
18.0,12.0,True,Win
2.0,5.0,True,Win
18.0,7.0,True,Loss
20.0,11.0,True,Loss
13.0,9.0,True,Loss
20.0,6.0,True,Loss
12.0,9.0,True,Draw
7.0,8.0,True,Win
19.0,8.0,True,Loss
14.0,7.0,True,Draw
6.0,14.0,True,Draw
5.0,16.0,True,Win
2.0,17.0,True,Draw
9.0,17.0,True,Loss
16.0,5.0,True,Loss
9.0,12.0,True,Loss
18.0,5.0,True,Draw
8.0,13.0,True,Draw
18.0,4.0,True,Loss
12.0,5.0,True,Draw
1.0,8.0,True,Win
1.0,10.0,True,Win
18.0,3.0,True,Loss
2.0,1.0,True,Win
18.0,9.0,True,Loss
14.0,9.0,True,Loss
14.0,12.0,True,Draw
7.0,9.0,True,Win
9.0,15.0,True,Win
18.0,6.0,True,Loss
11.0,13.0,True,Draw
8.0,5.0,True,Loss
8.0,20.0,True,Win
3.0,6.0,True,Win
12.0,3.0,True,Win
17.0,15.0,True,Win
7.0,14.0,True,Loss
17.0,3.0,True,Loss
7.0,10.0,True,Win
9.0,14.0,True,Loss
15.0,17.0,True,Loss
17.0,10.0,True,Loss
11.0,15.0,True,Draw
17.0,7.0,True,Draw
15.0,18.0,True,Win
9.0,6.0,True,Win
12.0,1.0,True,Draw
14.0,9.0,True,Loss
8.0,4.0,True,Loss
5.0,9.0,True,Win
9.0,11.0,True,Draw
5.0,12.0,True,Win
7.0,10.0,True,Loss
6.0,16.0,True,Win
12.0,4.0,True,Draw
13.0,6.0,True,Draw
19.0,7.0,True,Loss
7.0,17.0,True,Draw
1.0,20.0,True,Win
15.0,1.0,True,Loss
11.0,17.0,True,Win
10.0,15.0,True,Draw
7.0,4.0,True,Draw
11.0,3.0,True,Loss
5.0,6.0,True,Loss
14.0,3.0,True,Loss
2.0,17.0,True,Win
17.0,2.0,True,Loss
18.0,4.0,True,Loss
13.0,18.0,True,Win
15.0,2.0,True,Loss
5.0,8.0,True,Win
3.0,16.0,True,Draw
11.0,8.0,True,Loss
2.0,14.0,True,Win
5.0,11.0,True,Win
2.0,8.0,True,Win
11.0,9.0,True,Loss
12.0,8.0,True,Loss
1.0,18.0,True,Win
1.0,10.0,True,Win
8.0,7.0,True,Draw
18.0,13.0,True,Loss
15.0,14.0,True,Win
18.0,6.0,True,Draw
1.0,2.0,True,Draw
16.0,1.0,True,Loss
2.0,9.0,True,Draw
18.0,7.0,True,Loss
7.0,1.0,True,Loss
6.0,9.0,True,Draw
3.0,12.0,True,Win
13.0,2.0,True,Loss
12.0,13.0,True,Loss
9.0,8.0,True,Win
18.0,3.0,True,Loss
12.0,10.0,True,Win
7.0,9.0,True,Win
8.0,1.0,True,Draw
3.0,15.0,True,Win
18.0,1.0,True,Draw
7.0,5.0,True,Draw
10.0,4.0,True,Loss
15.0,14.0,True,Win
5.0,15.0,True,Win
9.0,11.0,True,Draw
10.0,11.0,True,Draw
5.0,13.0,True,Win
20.0,19.0,True,Draw
4.0,9.0,True,Win
5.0,6.0,True,Draw
17.0,7.0,True,Loss
3.0,17.0,True,Win
19.0,3.0,True,Loss
1.0,18.0,True,Win
15.0,6.0,True,Loss
10.0,7.0,True,Win
8.0,1.0,True,Loss
20.0,14.0,True,Loss
8.0,12.0,True,Win
3.0,19.0,True,Win
10.0,14.0,True,Win
17.0,6.0,True,Loss
6.0,2.0,True,Loss
13.0,6.0,True,Loss
8.0,15.0,True,Win
8.0,14.0,True,Win
6.0,9.0,True,Loss
14.0,2.0,True,Loss
4.0,10.0,True,Win
10.0,14.0,True,Draw
19.0,16.0,True,Win
10.0,2.0,True,Draw
3.0,2.0,True,Win
8.0,9.0,True,Win
1.0,6.0,True,Win
2.0,8.0,True,Win
3.0,12.0,True,Win
10.0,12.0,True,Loss
6.0,10.0,True,Win
2.0,12.0,True,Win
8.0,7.0,True,Win
10.0,12.0,True,Draw
11.0,8.0,True,Loss
8.0,5.0,True,Draw
13.0,12.0,True,Win
15.0,4.0,True,Draw
16.0,1.0,True,Loss
2.0,9.0,True,Draw
4.0,5.0,True,Loss
4.0,3.0,True,Win
11.0,10.0,True,Loss
10.0,6.0,True,Loss
14.0,19.0,True,Win
6.0,10.0,True,Win
20.0,6.0,True,Loss
17.0,11.0,True,Win
12.0,1.0,True,Loss
15.0,16.0,True,Draw
4.0,1.0,True,Loss
10.0,7.0,True,Loss
7.0,6.0,True,Draw
9.0,18.0,True,Win
6.0,12.0,True,Win
9.0,11.0,True,Win
6.0,1.0,True,Draw
2.0,10.0,True,Draw
8.0,7.0,True,Draw
9.0,13.0,True,Draw
7.0,9.0,True,Win
12.0,5.0,True,Loss
13.0,4.0,True,Draw
12.0,11.0,True,Draw
4.0,5.0,True,Win
16.0,5.0,True,Loss
11.0,14.0,True,Win
16.0,14.0,True,Draw
13.0,8.0,True,Draw
1.0,15.0,True,Win
3.0,2.0,True,Win
3.0,14.0,True,Win
11.0,15.0,True,Win
2.0,5.0,True,Win
2.0,1.0,True,Loss
3.0,11.0,True,Win
12.0,4.0,True,Draw
15.0,9.0,True,Draw
7.0,13.0,True,Win
12.0,6.0,True,Loss
10.0,11.0,True,Draw
5.0,14.0,True,Win
4.0,15.0,True,Win
12.0,3.0,True,Loss
14.0,15.0,True,Win
15.0,14.0,True,Win
2.0,12.0,True,Win
8.0,5.0,True,Win
5.0,14.0,True,Win
6.0,2.0,True,Loss
1.0,11.0,True,Draw
10.0,2.0,True,Draw
4.0,9.0,True,Win
11.0,18.0,True,Win
3.0,7.0,True,Win
16.0,7.0,True,Loss
12.0,8.0,True,Loss
11.0,4.0,True,Win
3.0,9.0,True,Win
14.0,15.0,True,Loss
10.0,12.0,True,Win
10.0,9.0,True,Draw
13.0,12.0,True,Win
14.0,16.0,True,Draw
8.0,14.0,True,Loss
12.0,3.0,True,Loss
8.0,2.0,True,Draw
13.0,12.0,True,Win
9.0,20.0,True,Win
14.0,15.0,True,Win
4.0,3.0,True,Win
3.0,12.0,True,Loss
16.0,1.0,True,Loss
13.0,16.0,True,Loss
5.0,12.0,True,Win
14.0,10.0,True,Draw
7.0,11.0,True,Loss
5.0,13.0,True,Draw
9.0,14.0,True,Win
10.0,13.0,True,Win
12.0,1.0,True,Loss
13.0,11.0,True,Win
12.0,4.0,True,Draw
10.0,12.0,True,Loss
9.0,1.0,True,Loss
7.0,6.0,True,Draw
1.0,7.0,True,Win
10.0,5.0,True,Draw
13.0,9.0,True,Win
12.0,15.0,True,Draw
6.0,7.0,True,Draw
4.0,12.0,True,Win
5.0,12.0,True,Win
13.0,14.0,True,Win
10.0,12.0,True,Loss
3.0,7.0,True,Win
5.0,18.0,True,Win
9.0,11.0,True,Loss
10.0,12.0,True,Win
16.0,1.0,True,Loss
15.0,8.0,True,Loss
16.0,7.0,True,Win
11.0,9.0,True,Draw
17.0,6.0,True,Loss
4.0,16.0,True,Win
13.0,7.0,True,Loss
14.0,7.0,True,Win
17.0,2.0,True,Loss
12.0,14.0,True,Win
2.0,10.0,True,Draw
9.0,13.0,True,Draw
14.0,12.0,True,Win
8.0,2.0,True,Win
18.0,12.0,True,Loss
7.0,15.0,True,Win
12.0,14.0,True,Loss
15.0,17.0,True,Draw
3.0,14.0,True,Win
13.0,9.0,True,Loss
4.0,17.0,True,Win
5.0,7.0,True,Loss
16.0,14.0,True,Loss
6.0,8.0,True,Win
17.0,9.0,True,Win
4.0,6.0,True,Win
3.0,9.0,True,Win
10.0,3.0,True,Loss
1.0,7.0,True,Win
1.0,20.0,True,Win
3.0,5.0,True,Draw
1.0,15.0,True,Win
11.0,7.0,True,Loss
13.0,7.0,True,Win
9.0,12.0,True,Draw
8.0,13.0,True,Draw
5.0,16.0,True,Win
4.0,10.0,True,Win
14.0,9.0,True,Draw
1.0,7.0,True,Win
4.0,3.0,True,Draw
15.0,5.0,True,Loss
8.0,6.0,True,Win
1.0,12.0,True,Win
1.0,3.0,True,Win
11.0,10.0,True,Draw
20.0,5.0,True,Loss
12.0,1.0,True,Loss
11.0,14.0,True,Loss
17.0,12.0,True,Draw
16.0,8.0,True,Draw
6.0,5.0,True,Win
15.0,10.0,True,Loss
20.0,17.0,True,Win
8.0,11.0,True,Draw
10.0,3.0,True,Loss
17.0,18.0,True,Loss
9.0,20.0,True,Win
4.0,18.0,True,Win
13.0,20.0,True,Win
16.0,8.0,True,Loss
8.0,16.0,True,Win
7.0,6.0,True,Win
20.0,6.0,True,Loss
11.0,15.0,True,Win
10.0,19.0,True,Win
15.0,14.0,True,Loss
17.0,19.0,True,Win
8.0,20.0,True,Win
18.0,3.0,True,Loss
2.0,19.0,True,Win
13.0,18.0,True,Draw
20.0,4.0,True,Loss
9.0,18.0,True,Win
7.0,19.0,True,Win
16.0,11.0,True,Win
4.0,2.0,True,Draw
5.0,6.0,True,Draw
12.0,16.0,True,Win
19.0,2.0,True,Loss
9.0,14.0,True,Win
2.0,7.0,True,Win
2.0,3.0,True,Draw
9.0,5.0,True,Loss
11.0,3.0,True,Draw
12.0,11.0,True,Loss
4.0,6.0,True,Win
8.0,6.0,True,Win
6.0,10.0,True,Draw
11.0,8.0,True,Draw
15.0,18.0,True,Loss
12.0,1.0,True,Draw
13.0,16.0,True,Draw
3.0,1.0,True,Loss
11.0,3.0,True,Win
14.0,8.0,True,Win
9.0,4.0,True,Loss
1.0,12.0,True,Win
1.0,14.0,True,Win
3.0,7.0,True,Win
5.0,10.0,True,Loss
6.0,13.0,True,Win
13.0,9.0,True,Loss
15.0,5.0,True,Loss
4.0,9.0,True,Draw
16.0,3.0,True,Win
1.0,4.0,True,Win
6.0,7.0,True,Win
5.0,4.0,True,Win
2.0,6.0,True,Loss
9.0,8.0,True,Loss
6.0,13.0,True,Win
1.0,5.0,True,Draw
4.0,19.0,True,Win
1.0,13.0,True,Win
5.0,7.0,True,Win
12.0,3.0,True,Loss
3.0,17.0,True,Win
19.0,5.0,True,Draw
15.0,7.0,True,Win
9.0,14.0,True,Loss
9.0,4.0,True,Loss
17.0,5.0,True,Loss
14.0,18.0,True,Loss
8.0,17.0,True,Win
1.0,10.0,True,Win
17.0,20.0,True,Draw
1.0,5.0,True,Draw
18.0,7.0,True,Loss
9.0,3.0,True,Loss
3.0,7.0,True,Win
7.0,13.0,True,Win
16.0,7.0,True,Draw
7.0,2.0,True,Win
6.0,5.0,True,Loss
3.0,10.0,True,Win
3.0,11.0,True,Win
2.0,16.0,True,Win
1.0,8.0,True,Draw
6.0,4.0,True,Win
3.0,11.0,True,Win
6.0,1.0,True,Draw
6.0,12.0,True,Draw
2.0,8.0,True,Draw
7.0,10.0,True,Win
5.0,11.0,True,Loss
14.0,7.0,True,Win
3.0,20.0,True,Win
18.0,17.0,True,Win
9.0,4.0,True,Loss
17.0,12.0,True,Draw
15.0,18.0,True,Draw
4.0,6.0,True,Win
7.0,12.0,True,Win
13.0,5.0,True,Win
16.0,4.0,True,Loss
7.0,15.0,True,Draw
4.0,6.0,True,Win
6.0,10.0,True,Draw
13.0,10.0,True,Loss
13.0,16.0,True,Win
8.0,13.0,True,Win
13.0,8.0,True,Draw
8.0,10.0,True,Win
11.0,1.0,True,Draw
6.0,15.0,True,Win
10.0,15.0,True,Draw
7.0,9.0,True,Win
